ID,Title,Author,GameStyle,Difficulty,ClearRate,Stars,PlayersPlayed,Clears,RoundsPlayed,Flag,Tag,Link
C115-0000-03E8-A138,訂正版　SMM2買います! ノブさんの提案でYukunにします!,ゆうくん,sb,Easy,43.85%,49,69,57,130,JP,---,https://supermariomakerbookmark.nintendo.net/courses/C115-0000-03E8-A138
5AC7-0000-03EB-C7D9,♪orion ３月のライオンエンディングテーマ,GU,sb,Easy,66.67%,15,20,20,30,JP,---,https://supermariomakerbookmark.nintendo.net/courses/5AC7-0000-03EB-C7D9
9936-0000-03EC-E197,●◆■▲LaeticiaandLukas&#39;sEscape▲■◆●,Avry,sb,Easy,55.22%,26,45,37,67,US,---,https://supermariomakerbookmark.nintendo.net/courses/9936-0000-03EC-E197
BEEF-0000-03C4-A3D5,Levels by my friends #1,CN.lele,sb,Super Expert,0.00%,48,62,0,151,US,---,https://supermariomakerbookmark.nintendo.net/courses/BEEF-0000-03C4-A3D5
907E-0000-03EB-DAE8,K Dawg&#39;s Platforming Farewell,kdawg,sb,Expert,8.07%,11,17,13,161,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/907E-0000-03EB-DAE8
216A-0000-03EB-217A,Bouncy Horror,Rktblst247,sb,Easy,72.73%,11,17,16,22,US,---,https://supermariomakerbookmark.nintendo.net/courses/216A-0000-03EB-217A
4630-0000-03E5-3A00,fFoxes,[ks]Hail,sb,Expert,3.13%,11,20,13,415,SE,---,https://supermariomakerbookmark.nintendo.net/courses/4630-0000-03E5-3A00
2611-0000-03E4-C92F,High Steppin,The Alt,sb,Expert,0.29%,22,49,12,4084,US,---,https://supermariomakerbookmark.nintendo.net/courses/2611-0000-03E4-C92F
8988-0000-03DA-B833,#Dmw Ben Bobbins vs. Shifty,beacon,sb,Expert,2.64%,22,34,15,568,US,---,https://supermariomakerbookmark.nintendo.net/courses/8988-0000-03DA-B833
65EC-0000-03E4-7C35,/You Shall Not Pass!/ (#3),SpongeBob,sb,Easy,20.83%,18,23,5,24,US,---,https://supermariomakerbookmark.nintendo.net/courses/65EC-0000-03E4-7C35
2B90-0000-03EB-BA75,♪さよならエレジー　菅田将暉,GU,sb,Easy,57.14%,14,21,20,35,JP,---,https://supermariomakerbookmark.nintendo.net/courses/2B90-0000-03EB-BA75
E9A9-0000-03EA-95CD,Pixel Perfect,pringle,sb,Super Expert,2.17%,14,19,12,554,US,---,https://supermariomakerbookmark.nintendo.net/courses/E9A9-0000-03EA-95CD
5CF8-0000-03E7-00DC,♥♥XQuackerX Is my Big Brother!♥♥,Beano,sb,Easy,100.00%,14,18,18,18,GB,---,https://supermariomakerbookmark.nintendo.net/courses/5CF8-0000-03E7-00DC
E0DA-0000-03E2-9CC8,Hail &amp; Sh+00ps chalkboard collab,[ks]Hail,sb,Expert,2.58%,35,64,48,1859,SE,---,https://supermariomakerbookmark.nintendo.net/courses/E0DA-0000-03E2-9CC8
61DB-0000-03E0-E39F,Donut Wiggle,RecycleBin,sb,Expert,2.80%,14,20,12,428,CA,---,https://supermariomakerbookmark.nintendo.net/courses/61DB-0000-03E0-E39F
E9C3-0000-03DE-F1F6,THANKS FOR 50 STARS!,ugly rat,sb,Easy,64.56%,42,56,51,79,US,---,https://supermariomakerbookmark.nintendo.net/courses/E9C3-0000-03DE-F1F6
6694-0000-03C4-3C91,Jigglypuff &lt;(ú0ú)&gt; (abma_twitch),Abma,sb,Expert,1.75%,14,19,10,570,US,---,https://supermariomakerbookmark.nintendo.net/courses/6694-0000-03C4-3C91
3806-0000-03DE-FC4D,100 Mario Challenge -CAN&#39;T SKIP-,Bullet,sb,Easy,5.56%,24,32,2,36,US,---,https://supermariomakerbookmark.nintendo.net/courses/3806-0000-03DE-FC4D
91AD-0000-03E8-9E54,Happy Place,Groove,sb,Normal,10.37%,17,41,34,328,CA,Theme,https://supermariomakerbookmark.nintendo.net/courses/91AD-0000-03E8-9E54
D8D3-0000-03EA-E7F4,♥♥FOR EVERYONE♥♥,kimbud★,sb,Easy,41.86%,67,105,90,215,US,---,https://supermariomakerbookmark.nintendo.net/courses/D8D3-0000-03EA-E7F4
B686-0000-03EC-8127,高良ちゃん～～,FXS/D5ゆき,sb,Expert,16.67%,10,13,11,66,JP,---,https://supermariomakerbookmark.nintendo.net/courses/B686-0000-03EC-8127
967A-0000-03EC-415F,3.5マスのツタ,しゅん,sb,Normal,34.09%,10,15,15,44,JP,---,https://supermariomakerbookmark.nintendo.net/courses/967A-0000-03EC-415F
987A-0000-03EB-2E34,??,[ks]Hail,sb,Expert,2.68%,10,17,13,485,SE,---,https://supermariomakerbookmark.nintendo.net/courses/987A-0000-03EB-2E34
0052-0000-03EB-1A39,出だしは全自動　ドクロからは半自動になるから気をつけて！10s,りょうたん♪,sb,Normal,32.35%,20,26,22,68,JP,---,https://supermariomakerbookmark.nintendo.net/courses/0052-0000-03EB-1A39
0619-0000-03EA-A7CF,音符とPスイッチを描いてみた♪(10time),りょうたん♪,sb,Easy,48.94%,20,27,23,47,JP,---,https://supermariomakerbookmark.nintendo.net/courses/0619-0000-03EA-A7CF
B9B7-0000-03E9-EAF7,Michiru UNDERWATER ADVENTURE,S.Pluto,sb,Easy,55.56%,10,13,10,18,FR,---,https://supermariomakerbookmark.nintendo.net/courses/B9B7-0000-03E9-EAF7
AC63-0000-03E9-9C10,次・・KIRIN【KRC】行かせて頂きます,ロクモン【KRC】,sb,Easy,10.00%,10,13,4,40,JP,---,https://supermariomakerbookmark.nintendo.net/courses/AC63-0000-03E9-9C10
F390-0000-03E9-3763,期間限定 Sal -1　　　↑ジャソプマソ↑,Salamandra,sb,Easy,19.44%,10,16,14,72,JP,---,https://supermariomakerbookmark.nintendo.net/courses/F390-0000-03E9-3763
9F5E-0000-03E7-1C14,Breatharian,TJP　たまご,sb,Expert,0.45%,10,18,4,894,JP,---,https://supermariomakerbookmark.nintendo.net/courses/9F5E-0000-03E7-1C14
BEB2-0000-03EC-D664,Star Fox: Venom Base,NAddict00,sb,Expert,3.99%,23,31,28,702,US,---,https://supermariomakerbookmark.nintendo.net/courses/BEB2-0000-03EC-D664
51FF-0000-03E8-EA30,136 ◆Bruxelles (Brussels)◆,Adrîan,sb,Easy,43.18%,23,33,19,44,BE,---,https://supermariomakerbookmark.nintendo.net/courses/51FF-0000-03E8-EA30
6C11-0000-03EB-5A57,「A」のじ,しゅん,sb,Easy,48.72%,13,19,19,39,JP,---,https://supermariomakerbookmark.nintendo.net/courses/6C11-0000-03EB-5A57
AE20-0000-03EA-65D1,Out of my head and into the room,Paul,sb,Normal,20.59%,13,20,14,68,US,---,https://supermariomakerbookmark.nintendo.net/courses/AE20-0000-03EA-65D1
A224-0000-03E9-081C,[Bouncing Into Mint-Mush Cavern],JustToast,sb,Normal,19.80%,13,23,20,101,US,Theme,https://supermariomakerbookmark.nintendo.net/courses/A224-0000-03E9-081C
FFE2-0000-03E8-E01D,崖っぷちに立たされた男(物理)に1つの希望が訪れた…,こうきち,sb,Expert,3.74%,13,18,13,348,JP,---,https://supermariomakerbookmark.nintendo.net/courses/FFE2-0000-03E8-E01D
4587-0000-03E4-1348,суьεя&#39;s Easter Coin Hunt(^-^),суьεя★ρяø,sb,Easy,48.44%,39,56,31,64,CA,Theme,https://supermariomakerbookmark.nintendo.net/courses/4587-0000-03E4-1348
D109-0000-03D3-C9EC,Mojakun challenge #3,Mojakun 2,sb,Expert,2.36%,13,19,11,467,JP,---,https://supermariomakerbookmark.nintendo.net/courses/D109-0000-03D3-C9EC
4B99-0000-03E4-5814,petit message pour Amis,coyote,sb,Easy,46.88%,42,56,45,96,FR,---,https://supermariomakerbookmark.nintendo.net/courses/4B99-0000-03E4-5814
A210-0000-03EC-6B50,Remember the Secret of 8-4,TheWotch,sb,Expert,7.45%,16,25,12,161,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/A210-0000-03EC-6B50
7CA6-0000-03EC-652F,蟻寄りのまり！,ぞ~ろ~,sb,Expert,5.30%,16,21,8,151,JP,---,https://supermariomakerbookmark.nintendo.net/courses/7CA6-0000-03EC-652F
916A-0000-03EC-00E3,♡♥♡SPEEDORAN3♡♥♡,S.Pluto,sb,Super Expert,1.55%,16,23,3,194,FR,---,https://supermariomakerbookmark.nintendo.net/courses/916A-0000-03EC-00E3
A4F9-0000-03EB-8E5C,▼[MK8]  Mario VS The Lava Snake▼,3DJerome3D,sb,Super Expert,2.63%,16,21,3,114,DE,Costume,https://supermariomakerbookmark.nintendo.net/courses/A4F9-0000-03EB-8E5C
01DF-0000-03EB-80C2,いつもお世話になっている方々を紹介します!,SHUN★,sb,Normal,26.67%,16,24,20,75,JP,---,https://supermariomakerbookmark.nintendo.net/courses/01DF-0000-03EB-80C2
54F2-0000-03E7-05E0,The Final Straw [GoodBYE MM!],Clarkness,sb,Super Expert,0.48%,16,23,7,1471,US,---,https://supermariomakerbookmark.nintendo.net/courses/54F2-0000-03E7-05E0
92E3-0000-03E1-E7B3,s1detrack loves puzzles:10s,gecko,sb,Super Expert,0.35%,16,26,6,1720,US,---,https://supermariomakerbookmark.nintendo.net/courses/92E3-0000-03E1-E7B3
DE18-0000-03EC-CE69,Plants Plants Baby,tzepur,sb,Expert,5.14%,51,70,61,1187,NO,Theme,https://supermariomakerbookmark.nintendo.net/courses/DE18-0000-03EC-CE69
1E22-0000-03EC-7493,Retro Precision: Celeste,суьεя★ρяø,sb,Super Expert,4.12%,19,25,4,97,CA,---,https://supermariomakerbookmark.nintendo.net/courses/1E22-0000-03EC-7493
A6FF-0000-03E3-4DCF,precision rehab,mr j,sb,Super Expert,0.84%,57,86,22,2606,US,---,https://supermariomakerbookmark.nintendo.net/courses/A6FF-0000-03E3-4DCF
B30D-0000-03E8-BAF5,Moonlight,Noah,sb,Expert,3.85%,44,59,22,572,JP,---,https://supermariomakerbookmark.nintendo.net/courses/B30D-0000-03E8-BAF5
7F7B-0000-03E4-1C94,～The Green House～,クッキー★アイランド,sb,Super Expert,2.03%,25,34,7,344,JP,Theme,https://supermariomakerbookmark.nintendo.net/courses/7F7B-0000-03E4-1C94
6B67-0000-03E3-BBE7,Castle for SR|Emilia,SR|Dan,sb,Super Expert,0.24%,28,77,16,6774,CA,---,https://supermariomakerbookmark.nintendo.net/courses/6B67-0000-03E3-BBE7
2D24-0000-0350-6765,Unskippable House of the Bounce,Ferrum,sb,Easy,20.00%,28,38,9,45,NL,Shoot-&#39;em-up,https://supermariomakerbookmark.nintendo.net/courses/2D24-0000-0350-6765
6DD8-0000-03E8-4C26,Law and Order: ♪Opening Theme♪,Gradient,sb,Expert,8.19%,31,46,33,403,CA,---,https://supermariomakerbookmark.nintendo.net/courses/6DD8-0000-03E8-4C26
A701-0000-03E1-406E,空中に浮いたドア,だいちぃ,sb,Normal,6.91%,31,50,17,246,JP,---,https://supermariomakerbookmark.nintendo.net/courses/A701-0000-03E1-406E
AA0A-0000-03E0-D3AA,Birdo&#39;sBadMadWigglyTrip(hardish),William,sb,Expert,3.84%,31,41,28,730,AU,---,https://supermariomakerbookmark.nintendo.net/courses/AA0A-0000-03E0-D3AA
B03E-0000-03EC-55E0,I might tribute you soon♥♥♥.,Avry,sb,Expert,8.05%,52,73,28,348,US,---,https://supermariomakerbookmark.nintendo.net/courses/B03E-0000-03EC-55E0
B0AD-0000-03EC-8084,Mii変えようかな~,ぅあ,sb,Normal,13.79%,12,16,12,87,JP,---,https://supermariomakerbookmark.nintendo.net/courses/B0AD-0000-03EC-8084
FD9D-0000-03EC-1C9A,PokPikachu,sajon,sb,Super Expert,0.36%,18,35,11,3021,US,---,https://supermariomakerbookmark.nintendo.net/courses/FD9D-0000-03EC-1C9A
2D20-0000-03EB-CDC7,実は今年中学生になりました！故に投/稿ペース落ちけり...,72(なつ),sb,Super Expert,0.75%,9,14,1,134,JP,---,https://supermariomakerbookmark.nintendo.net/courses/2D20-0000-03EB-CDC7
F0EF-0000-03EB-CCBD,A142 ◆Barbe (Barbara AUTO)◆,Adrîan,sb,Easy,55.00%,24,35,33,60,BE,---,https://supermariomakerbookmark.nintendo.net/courses/F0EF-0000-03EB-CCBD
6565-0000-03EC-8E2F,Last Action Hero #FCR,flyvox,sb3,Expert,3.29%,14,21,17,516,DE,---,https://supermariomakerbookmark.nintendo.net/courses/6565-0000-03EC-8E2F
8E1D-0000-03EA-E537,juggle like you never juggled b4,Donutboy,sb3,Super Expert,0.31%,14,19,4,1305,DE,---,https://supermariomakerbookmark.nintendo.net/courses/8E1D-0000-03EA-E537
A3C2-0000-03EB-AA10,P&amp;Pow BFFs,John,sb3,Expert,9.32%,13,15,11,118,US,---,https://supermariomakerbookmark.nintendo.net/courses/A3C2-0000-03EB-AA10
4714-0000-03E1-F5F2,甲羅持っていきましょう！！！,MKS&amp;D3よこぼー,sb3,Expert,1.40%,12,16,6,429,JP,---,https://supermariomakerbookmark.nintendo.net/courses/4714-0000-03E1-F5F2
C7F5-0000-03E8-D9D5,Basic Kaizo Techniques: SMB3,crashbashr,sb3,Easy,40.00%,28,33,24,60,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/C7F5-0000-03E8-D9D5
3D54-0000-03DF-3925,Use Your Head,Xypher,sb3,Easy,26.92%,32,41,21,78,US,---,https://supermariomakerbookmark.nintendo.net/courses/3D54-0000-03DF-3925
5958-0000-03E7-BB0D,Morrito Kaizo!,Rishar21,sb3,Expert,1.34%,21,33,20,1497,MX,---,https://supermariomakerbookmark.nintendo.net/courses/5958-0000-03E7-BB0D
9473-0000-03EA-C3EB,Chill by the Fire,Riondrius,sb3,Expert,5.49%,26,35,26,474,US,---,https://supermariomakerbookmark.nintendo.net/courses/9473-0000-03EA-C3EB
C5EA-0000-03D4-751B,entrenamiento - 15 mid air&#39;s,freddy,sb3,Easy,30.21%,24,39,29,96,MX,---,https://supermariomakerbookmark.nintendo.net/courses/C5EA-0000-03D4-751B
FA2E-0000-03EC-D35A,Sweet Snowy Slopes of SMM2,Riondrius,sb3,Normal,38.10%,14,18,16,42,US,---,https://supermariomakerbookmark.nintendo.net/courses/FA2E-0000-03EC-D35A
B43C-0000-03EC-5428,A Cut Above,Ryan,sb3,Expert,7.88%,13,16,13,165,US,---,https://supermariomakerbookmark.nintendo.net/courses/B43C-0000-03EC-5428
17D3-0000-03EC-3ABA,lil&#39; precish lvl 4 stiffbizkit,chess_w_c,sb3,Super Expert,0.92%,13,21,10,1090,US,---,https://supermariomakerbookmark.nintendo.net/courses/17D3-0000-03EC-3ABA
E7CB-0000-03EB-8FCC,Vipers&#39; Airship,Hellviper,sb3,Expert,7.22%,13,16,13,180,US,---,https://supermariomakerbookmark.nintendo.net/courses/E7CB-0000-03EB-8FCC
5905-0000-03E1-259E,Spring Jump Kaizo Practice,dev,sb3,Easy,92.86%,17,27,26,28,US,---,https://supermariomakerbookmark.nintendo.net/courses/5905-0000-03E1-259E
EFEC-0000-03EC-C6E5,Grow old with me,nobu,sb3,Easy,61.11%,54,72,66,108,JP,---,https://supermariomakerbookmark.nintendo.net/courses/EFEC-0000-03EC-C6E5
791D-0000-03EC-221C,SA32: Iceberg Mike&#39;s Ice Test,SI|JOZXYQK,sb3,Super Expert,0.71%,54,74,11,1539,GB,---,https://supermariomakerbookmark.nintendo.net/courses/791D-0000-03EC-221C
8329-0000-03EB-5408,三代目は、スイッチに移動しました。(水中20s),spw-02,sb3,Normal,30.00%,37,54,42,140,JP,---,https://supermariomakerbookmark.nintendo.net/courses/8329-0000-03EB-5408
4339-0000-03EC-D4AF,Now I Gotta Wet &#39;Cha,wilsonpenn,sb3,Expert,4.30%,24,31,29,674,US,Theme,https://supermariomakerbookmark.nintendo.net/courses/4339-0000-03EC-D4AF
7746-0000-03EB-DA8A,Ez ver,CN.MS,sb3,Expert,1.20%,12,16,2,166,US,---,https://supermariomakerbookmark.nintendo.net/courses/7746-0000-03EB-DA8A
8505-0000-03E5-CBE0,Bumpy Castle for ExplosiveDruid,SR|Dan,sb3,Normal,5.87%,16,33,23,392,CA,Traditional,https://supermariomakerbookmark.nintendo.net/courses/8505-0000-03E5-CBE0
C16B-0000-03E9-CC91,Munch &#39;N&#39; Bloop For Billy !,Dean,sb3,Expert,2.09%,31,39,12,575,DE,---,https://supermariomakerbookmark.nintendo.net/courses/C16B-0000-03E9-CC91
D09A-0000-03EA-73FF,Ruler of the Skies,Gregory,sb3,Super Expert,2.32%,77,109,71,3057,US,Track,https://supermariomakerbookmark.nintendo.net/courses/D09A-0000-03EA-73FF
0F8F-0000-03EA-CC5B,Super-Dooper Underwater Bloopers,swivvvv,sb3,Expert,4.73%,23,33,19,402,US,Dash,https://supermariomakerbookmark.nintendo.net/courses/0F8F-0000-03EA-CC5B
C1E2-0000-03EC-D307,Dry Bone Crusher,ChiCityNXR,sb3,Expert,5.08%,29,40,36,708,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/C1E2-0000-03EC-D307
662F-0000-03EA-A1BA,謎解き,Rei,sb3,Super Expert,1.85%,11,16,2,108,JP,---,https://supermariomakerbookmark.nintendo.net/courses/662F-0000-03EA-A1BA
27A8-0000-03EA-6D9B,試作　　ワンぺなるてぃ～,G~さん,sb3,Super Expert,0.29%,11,14,2,680,JP,---,https://supermariomakerbookmark.nintendo.net/courses/27A8-0000-03EA-6D9B
07E0-0000-03E9-82D1,Boop Boop Troll (12IC.89),Roman,sb3,Expert,2.35%,11,24,8,340,US,Theme,https://supermariomakerbookmark.nintendo.net/courses/07E0-0000-03E9-82D1
12BF-0000-03E6-ACE4,juggle struggle,Donutboy,sb3,Super Expert,1.63%,22,34,17,1040,DE,---,https://supermariomakerbookmark.nintendo.net/courses/12BF-0000-03E6-ACE4
2CEE-0000-03EB-9A84,じいちゃんさんのコー　スどれも面白いです!!応　援しています!,☆ヤキトリッピー★,sb3,Easy,78.26%,18,23,18,23,JP,---,https://supermariomakerbookmark.nintendo.net/courses/2CEE-0000-03EB-9A84
6BFF-0000-03DB-8F43,Light Cannon Platforming,ScottieFox,sb3,Expert,6.92%,25,32,24,347,US,---,https://supermariomakerbookmark.nintendo.net/courses/6BFF-0000-03DB-8F43
5E6E-0000-03E6-4ABD,Parkourv2,Donutboy,sb3,Super Expert,1.48%,14,20,12,810,DE,---,https://supermariomakerbookmark.nintendo.net/courses/5E6E-0000-03E6-4ABD
94BE-0000-03E0-8472,ついに僕も【5枚目突破！】それもこれも皆さんのおかげです♪,じいちゃん【Zだん】,sb3,Easy,38.64%,21,28,17,44,JP,---,https://supermariomakerbookmark.nintendo.net/courses/94BE-0000-03E0-8472
AD51-0000-03E4-7300,dang&#39;s pipé,Groove,sb3,Expert,2.83%,48,67,48,1698,CA,---,https://supermariomakerbookmark.nintendo.net/courses/AD51-0000-03E4-7300
3945-0000-03EC-3A89,10sec Speed Swim,theGRIMES,sb3,Super Expert,0.76%,10,17,6,786,US,---,https://supermariomakerbookmark.nintendo.net/courses/3945-0000-03EC-3A89
906F-0000-03E8-C647,Codswallop,Groove,sb3,Super Expert,0.35%,10,16,3,865,CA,---,https://supermariomakerbookmark.nintendo.net/courses/906F-0000-03E8-C647
8EC6-0000-03E7-3A29,A level made for : BinChaos,Hatepool,sb3,Super Expert,0.08%,10,19,1,1222,CA,---,https://supermariomakerbookmark.nintendo.net/courses/8EC6-0000-03E7-3A29
1C1B-0000-03EB-F5A0,An underwater quickie !,Newt82 ★2★,sb3,Easy,70.00%,13,17,14,20,US,---,https://supermariomakerbookmark.nintendo.net/courses/1C1B-0000-03EB-F5A0
8D42-0000-03E8-38B3,The King&#39;s Key,Mique,sb3,Expert,1.17%,13,21,9,771,US,---,https://supermariomakerbookmark.nintendo.net/courses/8D42-0000-03E8-38B3
A04A-0000-03D6-B574,trainner spinjump sm3,jaceva,sb3,Easy,30.00%,13,21,18,60,MX,---,https://supermariomakerbookmark.nintendo.net/courses/A04A-0000-03D6-B574
79B3-0000-03E8-666E,Thank you C#T et Coshise for 40K,monstre,sb3,Normal,23.08%,29,45,27,117,FR,---,https://supermariomakerbookmark.nintendo.net/courses/79B3-0000-03E8-666E
3307-0000-03EA-7CBA,Puzzle 002: Gravity &#39;N&#39; Swap,♪J-Wiz♪,sb3,Easy,59.38%,16,30,19,32,US,---,https://supermariomakerbookmark.nintendo.net/courses/3307-0000-03EA-7CBA
A68C-0000-03E7-8851,bonjour les Amis bienvenue,◆C☆T◆,sb3,Easy,51.61%,16,21,16,31,FR,---,https://supermariomakerbookmark.nintendo.net/courses/A68C-0000-03E7-8851
4487-0000-03EB-FEF9,こわい　こわい　ひこうせん,♪CARP♪,sb3,Easy,24.71%,19,27,21,85,JP,---,https://supermariomakerbookmark.nintendo.net/courses/4487-0000-03EB-FEF9
BB8B-0000-03E4-EAAA,le groupe pour Amis JAPON,le groupe,sb3,Normal,28.37%,38,63,40,141,FR,---,https://supermariomakerbookmark.nintendo.net/courses/BB8B-0000-03E4-EAAA
8396-0000-03EA-8916,Youre Dead And Out Of This World,swivvvv,sb3,Expert,2.86%,22,34,13,454,US,Shoot-&#39;em-up,https://supermariomakerbookmark.nintendo.net/courses/8396-0000-03EA-8916
16F8-0000-03E3-080E,Nivel#4 Three easy Midairs by RS,RafaMaker,sb3,Expert,3.89%,22,60,49,1259,MX,---,https://supermariomakerbookmark.nintendo.net/courses/16F8-0000-03E3-080E
91C8-0000-03EC-5A53,Shifting Sand Land,Riondrius,sb3,Expert,6.20%,25,34,24,387,US,---,https://supermariomakerbookmark.nintendo.net/courses/91C8-0000-03EC-5A53
29E7-0000-03E2-3982,!,Dean,sb3,Expert,4.53%,73,115,18,397,DE,---,https://supermariomakerbookmark.nintendo.net/courses/29E7-0000-03E2-3982
C76E-0000-03EC-45A9,JR.Castle    JR VS Kirbendo !!!,SMM2★Alan~,sb3,Easy,23.81%,9,12,5,21,FR,---,https://supermariomakerbookmark.nintendo.net/courses/C76E-0000-03EC-45A9
548D-0000-03EC-0037,W2-4 Ocean Ships [Atlantic],3DJerome3D,sb3,Super Expert,1.47%,15,20,1,68,DE,Traditional,https://supermariomakerbookmark.nintendo.net/courses/548D-0000-03EC-0037
6232-0000-03EB-EC6B,♥♥TO-SWADLER♥♥,kimbud★,sb3,Easy,75.79%,54,78,72,95,US,---,https://supermariomakerbookmark.nintendo.net/courses/6232-0000-03EB-EC6B
7308-0000-03EA-DC7E,Puzzle 003: Pows &#39;N&#39; Trampolines,♪J-Wiz♪,sb3,Easy,26.60%,18,31,25,94,US,---,https://supermariomakerbookmark.nintendo.net/courses/7308-0000-03EA-DC7E
D276-0000-03EA-4121,Trial by Fire,Riondrius,sb3,Super Expert,0.97%,24,37,14,1442,US,---,https://supermariomakerbookmark.nintendo.net/courses/D276-0000-03EA-4121
A6A8-0000-03E9-057A,A Quickie,Trugg,sb3,Super Expert,0.39%,12,18,4,1014,SE,Speedrun,https://supermariomakerbookmark.nintendo.net/courses/A6A8-0000-03E9-057A
A39D-0000-03E8-3565,Latios Speedrun,Grixi,sb3,Super Expert,0.49%,9,14,5,1017,SE,---,https://supermariomakerbookmark.nintendo.net/courses/A39D-0000-03E8-3565
C405-0000-03E8-1542,ShupalAimbediceLobo,freddy,sb3,Normal,14.13%,18,98,91,644,MX,---,https://supermariomakerbookmark.nintendo.net/courses/C405-0000-03E8-1542
C437-0000-03E6-A460,What A Day,Trugg,sb3,Super Expert,0.45%,18,33,11,2462,SE,Traditional,https://supermariomakerbookmark.nintendo.net/courses/C437-0000-03E6-A460
A7E0-0000-03E6-990A,Château Bowser~1,♪cheyene♪,sb3,Expert,6.59%,41,55,12,182,FR,---,https://supermariomakerbookmark.nintendo.net/courses/A7E0-0000-03E6-990A
BE65-0000-03DC-59E3,Dry Bones Dome,Clarkness,sb3,Super Expert,1.45%,67,99,55,3802,US,---,https://supermariomakerbookmark.nintendo.net/courses/BE65-0000-03DC-59E3
2248-0000-03E6-190B,The Pig Faces,Trokill,sb3,Super Expert,0.46%,49,67,2,436,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/2248-0000-03E6-190B
F7D0-0000-03EC-D662,I Want It All [GPODT2],theGRIMES,sb3,Expert,3.25%,23,31,27,832,US,---,https://supermariomakerbookmark.nintendo.net/courses/F7D0-0000-03EC-D662
72A9-0000-03DC-DEAD,Cliff Hanger... Precise Practice,&#39;Adam,sb3,Super Expert,0.44%,23,44,8,1804,US,---,https://supermariomakerbookmark.nintendo.net/courses/72A9-0000-03DC-DEAD
0A1B-0000-03E9-3CCA,Marios Tiny Holes,Trugg,sb3,Expert,1.20%,14,25,11,913,SE,Speedrun,https://supermariomakerbookmark.nintendo.net/courses/0A1B-0000-03E9-3CCA
5632-0000-03D5-69DB,Go In The Door With P-Speed,Markymarc,sb3,Expert,5.63%,28,40,13,231,US,---,https://supermariomakerbookmark.nintendo.net/courses/5632-0000-03D5-69DB
D8BB-0000-03EC-D02A,Los pensamientos de Sofia,Mike71,sb3,Normal,11.02%,11,19,13,118,ES,---,https://supermariomakerbookmark.nintendo.net/courses/D8BB-0000-03EC-D02A
A72B-0000-03EB-E6E5,Muncher Mini Boss Battle,Rocall,sb3,Easy,48.65%,11,19,18,37,CA,---,https://supermariomakerbookmark.nintendo.net/courses/A72B-0000-03EB-E6E5
6EC6-0000-03EA-1D28,Going Out For A Run (10 sec),Trugg,sb3,Super Expert,0.48%,22,60,30,6219,SE,Speedrun,https://supermariomakerbookmark.nintendo.net/courses/6EC6-0000-03EA-1D28
